#"Step","Potential Energy (kJ/mole)","Temperature (K)"
1000,-261159.56168154487,248.8228223243352
2000,-248922.06168154487,285.6558425127229
3000,-245823.56168154487,295.973842461189
4000,-244568.31168154487,297.7509892348314
5000,-243503.56168154487,297.23916784411176
6000,-243316.81168154487,302.0192709856121
7000,-242338.31168154487,302.68809209533623
8000,-243444.56168154487,301.7935978953971
9000,-243255.31168154487,301.48196483887693
10000,-243304.68668154487,300.8459681311172
